Date:,28/9/2023,,,,,,,,,,,,,,,,,
Time,5:22 PM,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Order ID,Order Date,Country,City,Branch,Lat,Lng,Customer First Name,Customer Last Name,Email,Phone Number,Category,Sub Category,Item,SalesPerson ID,Quantity,Unit Price,Discount,Status
12319,29/5/2023,United Arab Emirates,abu dhabi,ad01,24.4539,54.3773,muhamad,alzaebii,Muhamad.alzaebii@mail.com,Tel: 5538944824,Digital Camera,Fujifilm X Series,Fujifilm X100V,X514,3,1399,41.97,TRUE
12320,29/5/2023,Saudi Arabia,riyadh,rd01,24.7136,46.6753,bisam,shakur,bisam.shakur@mail.com,Tel: 5086862941,Gaming Console,Nintendo Switch,Nintendo Switch OLED,S855,1,349,20.94,TRUE
12321,29/5/2023,United Arab Emirates,abu dhabi,ad01,24.4539,54.3773,ahmad,mukiin,ahmad.mukiin@mail.com,Tel: 5923883699,Gaming Console,Sony PlayStation,PlayStation 3,E715,2,199,7.96,TRUE
12322,29/5/2023,France,paris,ps01,48.8566,2.3522,muhamad,udib,muhamad.udib@mail.com,Tel: 5621128349,Gaming Console,Microsoft Xbox,Xbox One X,F792,12,299,251.16,TRUE
12323,29/5/2023,Saudi Arabia,jeddah,jd02,21.4858,39.1925,lwna,aleitar,LWNA.ALEITAR@MAIL.COM,Tel: 5860720501,Gaming Console,Sony PlayStation,PlayStation 3 Slim,Y446,1,199,7.96,FALSE
12324,29/5/2023,Egypt,asyut,at01,27.1809,31.1837,muhamad,hamuwd,muhamad.hamuwd@mail.com,Tel: 5166160478,Tablet,Lenovo Tab,Lenovo Tab M10 FHD Plus,P765,1,229,4.58,TRUE
12325,29/5/2023,France,paris,ps02,48.8566,2.3522,iilian,altynawi,iilian.altynawi@mail.com,Tel: 5072383563,Laptop,Microsoft Surface,Surface Laptop 4,Z948,2,1299,77.94,TRUE
12326,29/5/2023,United Arab Emirates,abu dhabi,ad01,24.4539,54.3773,rabana,mshati,Rabana.mshati@mail.com,Tel: 5467709332,Laptop,Acer Swift,Acer Swift 5,Z826,1,999,79.92,FALSE
12327,29/5/2023,Morocco,casablanca,cs01,33.5731,7.5898,alaa,kafa,Alaa.kafa@mail.com,Tel: 5415022594,Gaming Console,Sony PlayStation,PlayStation 4 Pro,A280,12,399,478.8,TRUE
12328,29/5/2023,Syria,homs,hs01,34.7326,36.7136,farahad,husayn,Farahad.husayn@mail.com,Tel: 5683001928,Smart Speaker,Apple HomePod,Apple HomePod,L025,1,299,23.92,TRUE
12329,29/5/2023,USA,new york,ny03,40.7498,-73.9814,tariq,almisri,Tariq.almisri@mail.com,Tel: 5909205199,Smart Speaker,Sonos One,Sonos One SL,I729,1,179,10.74,TRUE
12330,29/5/2023,Syria,damascus,ds02,33.5146,36.3084,muhamad,allibad,muhamad.allibad@mail.com,Tel: 5338866303,Gaming Console,Sony PlayStation,PlayStation 4,H632,1,299,8.97,FALSE
12331,29/5/2023,Saudi Arabia,riyadh,rd03,24.7743,46.7386,muhamad,shiah,Muhamad.shiah@mail.com,Tel: 5148552476,VR Headset,Valve Index,Valve Index VR Kit 2,Q963,10,1199,479.6,FALSE
12332,29/5/2023,France,paris,ps01,48.8566,2.3522,isam,efan,isam.efan@mail.com,Tel: 5924631347,Smartphone,Oppo Find,Oppo Find X4 Neo,W669,1,549,21.96,TRUE
12333,29/5/2023,USA,new york,ny01,40.7128,-74.006,eynas,almisri,eynas.almisri@mail.com,Tel: 5664087565,Laptop,HP Pavilion,HP Pavilion x360,P598,1,649,45.43,TRUE
12334,29/5/2023,Saudi Arabia,dammam,dm01,26.3927,49.9777,zahir,alhulwanii,zahir.alhulwanii@mail.com,Tel: 5992139545,Laptop,Dell XPS,XPS 13,P344,1,1299,51.96,TRUE
12335,29/5/2023,Egypt,asyut,at01,27.1809,31.1837,amir,albahra,AMIR.ALBAHRA@MAIL.COM,Tel: 5944809057,Tablet,Lenovo Tab,Lenovo Tab M10 FHD Plus,B259,1,229,18.32,TRUE
12336,29/5/2023,USA,new york,ny01,40.7128,-74.006,zunar,shumut,ZUNAR.SHUMUT@MAIL.COM,Tel: 5204571198,VR Headset,Samsung Odyssey,Samsung Odyssey G9,G451,2,1499,29.98,TRUE
12337,29/5/2023,Saudi Arabia,jeddah,jd01,21.5433,39.1728,muhamad,alem,MUHAMAD.ALEM@MAIL.COM,Tel: 5379253799,Smartphone,Samsung Galaxy,Galaxy A52,G405,1,399,27.93,TRUE
12338,29/5/2023,Saudi Arabia,aseer,as01,18.2311,42.5004,emar,aleakari,Emar.aleakari@mail.com,Tel: 5151300073,Digital Camera,Sony Cyber-shot,Sony Cyber-shot RX100 VII,H868,1,1199,11.99,TRUE
12339,29/5/2023,Saudi Arabia,jeddah,jd02,21.4858,39.1925,muhamad,hutayniun,muhamad.hutayniun@mail.com,Tel: 5674262378,Smartwatch,Samsung Galaxy,Galaxy Watch 4,Q832,3,349,20.94,TRUE
12340,29/5/2023,Saudi Arabia,jeddah,jd01,21.5433,39.1728,jamal,altynawi,jamal.altynawi@mail.com,Tel: 5043259894,Headphones,Anker Soundcore,Anker Soundcore Life Q35,E484,1,129,3.87,TRUE
12341,29/5/2023,Saudi Arabia,aseer,as01,18.2311,42.5004,tahani,abumaeun,TAHANI.ABUMAEUN@MAIL.COM,Tel: 5357885640,Laptop,Dell XPS,XPS 13,A512,1,1299,12.99,TRUE
12342,29/5/2023,Saudi Arabia,jeddah,jd01,21.5433,39.1728,ahmad,asamy,Ahmad.asamy@mail.com,Tel: 5230336460,Gaming Console,Sony PlayStation,PlayStation 3,F452,1,199,1.99,TRUE
12343,29/5/2023,Egypt,asyut,at01,27.1809,31.1837,muhamad,mshati,Muhamad.mshati@mail.com,Tel: 5970487646,Laptop,ASUS ROG,ASUS ROG Strix G15,D527,1,1099,109.9,TRUE
12344,29/5/2023,United Arab Emirates,dubai,db02,25.2048,55.2708,rafat,alhamuwd,Rafat.alhamuwd@mail.com,Tel: 5512283559,Smart Speaker,Amazon Echo,Echo Dot (4th Gen),E484,2,49,2.94,FALSE
12345,29/5/2023,USA,new york,ny01,40.7128,-74.006,antuan,alnuwri,Antuan.alnuwri@mail.com,Tel: 5020693322,Laptop,Lenovo ThinkPad,ThinkPad X13,Z074,1,999,59.94,TRUE
12346,29/5/2023,Saudi Arabia,jeddah,jd03,21.4858,39.1925,ruaa,amir,Ruaa.amir@mail.com,Tel: 5768554722,Smart Speaker,Amazon Echo Show,Amazon Echo Show 10 (3rd Gen),G345,1,249,2.49,TRUE
12347,29/5/2023,France,paris,ps01,48.8566,2.3522,madlin,zarzur,MADLIN.ZARZUR@MAIL.COM,Tel: 5896910071,Tablet,Samsung Galaxy Tab,Galaxy Tab A7,U470,2,179,35.8,TRUE
12348,29/5/2023,Egypt,asyut,at01,27.1809,31.1837,lama,asamh,Lama.asamh@mail.com,Tel: 5324788194,Digital Camera,Sony Cyber-shot,Sony Cyber-shot RX100 VII,M680,3,1199,143.88,FALSE
12349,29/5/2023,United Arab Emirates,abu dhabi,ad02,24.4764,54.3705,sarih,akrym,sarih.akrym@mail.com,Tel: 5912818653,Smart Speaker,Apple HomePod,Apple HomePod,Q992,1,299,14.95,TRUE
12350,29/5/2023,Saudi Arabia,riyadh,rd01,24.7136,46.6753,abd alruhmin,alakhris,ABD ALRUHMIN.ALAKHRIS@MAIL.COM,Tel: 5686926185,Gaming Console,Sony PlayStation,PlayStation 2,W669,2,99,13.86,FALSE
12351,29/5/2023,United Arab Emirates,abu dhabi,ad01,24.4539,54.3773,rasul,udib,Rasul.udib@mail.com,Tel: 5815446877,Smart Speaker,Bose Home Speaker,Bose Home Speaker 500,K725,1,299,11.96,TRUE
12352,29/5/2023,Saudi Arabia,riyadh,rd01,24.7136,46.6753,karam,alsyd,karam.alsyd@mail.com,Tel: 5649384401,Smartwatch,Huawei Watch,Huawei Watch GT 3,R252,13,249,64.74,TRUE
12353,29/5/2023,Egypt,cairo,cr01,30.0444,31.2357,zunar,sydu,ZUNAR.SYDU@MAIL.COM,Tel: 5027091153,VR Headset,HP Reverb,HP Reverb G2,X610,1,599,23.96,TRUE
12354,29/5/2023,USA,new york,ny01,40.7128,-74.006,jihan,abu,Jihan.abu@mail.com,Tel: 5774176726,Headphones,Anker Soundcore,Anker Soundcore Liberty Air 2 Pro,P617,1,99,2.97,TRUE
12355,29/5/2023,France,paris,ps01,48.8566,2.3522,muhamad,kahulus,muhamad.kahulus@mail.com,Tel: 5312424254,Fitness Tracker,Amazfit Bip,Amazfit Bip U Pro,F655,1,69,2.07,FALSE
12356,29/5/2023,USA,new york,ny03,40.7498,-73.9814,ibrahim,qadimati,ibrahim.qadimati@mail.com,Tel: 5010544051,Gaming Console,Sony PlayStation,PlayStation 3 Slim,J212,3,199,41.79,TRUE
12357,29/5/2023,Egypt,cairo,cr02,30.0444,31.2357,muhamad,qaziyha,MUHAMAD.QAZIYHA@MAIL.COM,Tel: 5308703854,Smart Speaker,Amazon Echo Show,Amazon Echo Show 10 (3rd Gen),X610,7,249,69.72,TRUE
12358,29/5/2023,Syria,homs,hs01,34.7326,36.7136,basil,bikri,BASIL.BIKRI@MAIL.COM,Tel: 5316065942,Smartphone,Xiaomi Mi,Xiaomi Mi 11 Lite,R361,1,249,4.98,TRUE
12359,29/5/2023,Saudi Arabia,dammam,dm01,26.3927,49.9777,anwar,shakir,Anwar.shakir@mail.com,Tel: 5052032014,Laptop,Acer Swift,Acer Swift 3,C068,1,699,55.92,TRUE
12360,29/5/2023,Egypt,cairo,cr02,30.0444,31.2357,eubay,eaziza,Eubay.eaziza@mail.com,Tel: 5261801082,Laptop,HP Pavilion,HP Pavilion x360,Y692,1,649,,TRUE
12361,29/5/2023,Syria,homs,hs01,34.7326,36.7136,thayir,eaziza,THAYIR.EAZIZA@MAIL.COM,Tel: 5158038747,Fitness Tracker,Fitbit Versa,Fitbit Versa 3,I036,2,229,9.16,FALSE
12362,29/5/2023,Saudi Arabia,jeddah,jd02,21.4858,39.1925,ibrahim,sarhan,Ibrahim.sarhan@mail.com,Tel: 5092734289,Smart Speaker,Amazon Echo Show,Amazon Echo Show 10 (3rd Gen),F070,1,249,9.96,TRUE
12363,29/5/2023,Syria,aleppo,al01,36.2021,37.1343,razan,nabulsi,RAZAN.NABULSI@MAIL.COM,Tel: 5529106525,Fitness Tracker,Garmin Approach,Garmin Approach S62,S322,8,499,119.76,TRUE
12364,29/5/2023,France,paris,ps02,48.8566,2.3522,muhamad,ratib,muhamad.ratib@mail.com,Tel: 5514186862,Tablet,Microsoft Surface,Surface Go 2,R426,1,399,3.99,TRUE
12365,29/5/2023,United Arab Emirates,abu dhabi,ad02,24.4764,54.3705,alaa,alkhatib,ALAA.ALKHATIB@MAIL.COM,Tel: 5100537733,Gaming Console,Microsoft Xbox,Xbox Series S,C539,4,299,119.6,TRUE
12366,29/5/2023,Saudi Arabia,jeddah,jd03,21.4858,39.1925,ahmad,maseud,Ahmad.maseud@mail.com,Tel: 5855324806,Headphones,JBL Live,JBL Live 650BTNC,B099,2,149,5.96,FALSE
12367,29/5/2023,Morocco,casablanca,cs01,33.5731,7.5898,muhamad,tuish,Muhamad.tuish@mail.com,Tel: 5077302968,Digital Camera,Canon EOS R Series,Canon EOS R,U372,2,1299,259.8,TRUE
12368,29/5/2023,United Arab Emirates,abu dhabi,ad03,24.4539,54.3773,bakr,kalthum,BAKR.KALTHUM@MAIL.COM,Tel: 5751275731,Headphones,Bose SoundSport,Bose SoundSport Free,Q149,1,179,12.53,FALSE
12369,29/5/2023,Egypt,cairo,cr03,30.0444,31.2357,mahir,klizli,Mahir.klizli@mail.com,Tel: 5822160191,Gaming Console,Sony PlayStation,PlayStation 4 Slim,R660,1,299,5.98,TRUE
12370,29/5/2023,Syria,damascus,ds02,33.5146,36.3084,muhamad,muhamad,MUHAMAD.MUHAMAD@MAIL.COM,Tel: 5360006308,Smartwatch,Huawei Watch,Huawei Watch GT 2e,Q149,1,129,9.03,FALSE
12371,29/5/2023,United Arab Emirates,abu dhabi,ad01,24.4539,54.3773,bayan,sarhan,Bayan.sarhan@mail.com,Tel: 5550756961,VR Headset,Oculus Quest,Oculus Quest 2 (256GB),Z594,1,399,31.92,TRUE
12372,29/5/2023,Saudi Arabia,jeddah,jd01,21.5433,39.1728,ahmad,rihan,AHMAD.RIHAN@MAIL.COM,Tel: 5719636208,Gaming Console,Microsoft Xbox,Xbox Original,Y716,1,69,2.07,TRUE
12373,29/5/2023,Syria,damascus,ds02,33.5146,36.3084,muhamad,muhamad,Muhamad.muhamad@mail.com,Tel: 5251516127,Smartphone,Xiaomi Mi,Xiaomi Mi 11 Lite,Y523,1,249,17.43,FALSE
12374,29/5/2023,Syria,damascus,ds02,33.5146,36.3084,faras,mia,faras.mia@mail.com,Tel: 5935941546,Laptop,Acer Swift,Acer Swift 3,M210,1,699,6.99,FALSE
12375,29/5/2023,Syria,damascus,ds01,33.5138,36.2765,ahmad,aleid,ahmad.aleid@mail.com,Tel: 5686990401,Tablet,Lenovo Tab,Lenovo Tab M10 FHD Plus,R551,1,229,13.74,TRUE
12376,29/5/2023,United Arab Emirates,dubai,db02,25.2048,55.2708,qays,iibrahim,qays.iibrahim@mail.com,Tel: 5728903711,Smartwatch,Apple Watch,Apple Watch SE,S348,1,279,5.58,FALSE
12377,29/5/2023,Egypt,asyut,at01,27.1809,31.1837,muhamad,alhuri,MUHAMAD.ALHURI@MAIL.COM,Tel: 5728936870,Tablet,Microsoft Surface,Surface Pro 7,J345,1,799,,TRUE
12378,29/5/2023,Syria,homs,hs01,34.7326,36.7136,maria,iismaeil,maria.iismaeil@mail.com,Tel: 5106682628,Headphones,Sennheiser HD,Sennheiser HD 450BT,C780,1,129,3.87,TRUE
12379,29/5/2023,Saudi Arabia,aseer,as01,18.2311,42.5004,ayham,almisri,Ayham.almisri@mail.com,Tel: 5845561380,Smart Speaker,Apple HomePod,Apple HomePod,I974,1,299,20.93,FALSE
12380,29/5/2023,USA,washington,wh01,38.9072,-77.0369,maya,alqutb,MAYA.ALQUTB@MAIL.COM,Tel: 5370268483,Digital Camera,Fujifilm X Series,Fujifilm X-T4,W669,1,1699,152.91,TRUE
12381,29/5/2023,Saudi Arabia,jeddah,jd02,21.4858,39.1925,salim,allaadhiqanii,salim.allaadhiqanii@mail.com,Tel: 5331439438,Smart Speaker,Amazon Echo,Echo Show 8,F510,1,129,11.61,TRUE
12382,29/5/2023,USA,las vegas,lv01,36.1699,-115.1398,biaism,zaerur,biaism.zaerur@mail.com,Tel: 5605605974,VR Headset,HTC Vive,HTC Vive Focus 3,B938,6,799,431.46,TRUE
12383,29/5/2023,Saudi Arabia,dammam,dm01,26.3927,49.9777,majdulin,alhindi,Majdulin.alhindi@mail.com,Tel: 5023649047,Fitness Tracker,Garmin Vivosmart,Garmin Vivosmart HR,H130,1,79,7.11,TRUE
12384,29/5/2023,USA,new york,ny03,40.7498,-73.9814,kawkab,snan,Kawkab.snan@mail.com,Tel: 5652147577,Tablet,Amazon Fire,Amazon Fire 7,Z409,1,49,4.41,TRUE
12385,29/5/2023,USA,new york,ny02,40.7312,-73.9998,ghada,musur,GHADA.MUSUR@MAIL.COM,Tel: 5351027504,Smartwatch,Huawei Watch,Huawei Watch GT 2e,Q149,1,129,6.45,FALSE
12386,29/5/2023,Saudi Arabia,jeddah,jd02,21.4858,39.1925,muhamad,shakhashiru,MUHAMAD.SHAKHASHIRU@MAIL.COM,Tel: 5435503065,Digital Camera,Sony Alpha,Sony Alpha A6400,N346,1,899,71.92,TRUE
12387,29/5/2023,Morocco,casablanca,cs01,33.5731,7.5898,eala,einziin,eala.einziin@mail.com,Tel: 5035791537,Laptop,HP Pavilion,HP Pavilion 15,S988,1,799,47.94,TRUE
12388,29/5/2023,USA,washington,wh01,38.9072,-77.0369,ghazal,zaerur,Ghazal.zaerur@mail.com,Tel: 5937297404,Gaming Console,Microsoft Xbox,Xbox Original,C787,1,69,4.83,TRUE
12389,29/5/2023,Saudi Arabia,jeddah,jd01,21.5433,39.1728,alaa,husayn,Alaa.husayn@mail.com,Tel: 5207458235,Laptop,ASUS ROG,ASUS ROG Zephyrus G14,G475,8,1299,727.44,FALSE
12390,29/5/2023,Egypt,cairo,cr02,30.0444,31.2357,muhamad,amir,MUHAMAD.AMIR@MAIL.COM,Tel: 5573261904,Headphones,JBL Live,JBL Live 650BTNC,X965,1,149,,TRUE
12391,29/5/2023,USA,new york,ny01,40.7128,-74.006,ghazal,shaykh janid,ghazal.shaykh janid@mail.com,Tel: 5500295851,Laptop,Lenovo ThinkPad,ThinkPad X1 Carbon,J841,1,1499,59.96,FALSE
12392,29/5/2023,Syria,homs,hs01,34.7326,36.7136,hamzaa,hamuwd,HAMZAA.HAMUWD@MAIL.COM,Tel: 5664341000,Laptop,Acer Swift,Acer Swift 5,F981,2,999,199.8,TRUE
12393,30/5/2023,Syria,homs,hs01,34.7326,36.7136,zayn,sariji,zayn.sariji@mail.com,Tel: 5153445736,Headphones,Sennheiser HD,Sennheiser HD 450BT,Z798,1,129,12.9,TRUE
12394,30/5/2023,United Arab Emirates,abu dhabi,ad01,24.4539,54.3773,muhamad,aleabd,Muhamad.aleabd@mail.com,Tel: 5616172624,Digital Camera,Sony Alpha,Sony Alpha A6400,J194,3,899,107.88,TRUE
12395,30/5/2023,France,paris,ps02,48.8566,2.3522,ahmad,aleabd,Ahmad.aleabd@mail.com,Tel: 5169552390,Fitness Tracker,Huawei Band,Huawei Band 6,N346,1,59,2.95,FALSE
12396,30/5/2023,USA,new york,ny02,40.7312,-73.9998,lobnaa,alkhujih,lobnaa.alkhujih@mail.com,Tel: 5257768933,Digital Camera,Canon EOS R Series,Canon EOS R,R660,1,1299,129.9,TRUE
12397,30/5/2023,France,paris,ps01,48.8566,2.3522,rama,alsulayman,RAMA.ALSULAYMAN@MAIL.COM,Tel: 5773693339,Gaming Console,Sony PlayStation,PlayStation 2,P617,3,99,23.76,TRUE
12398,30/5/2023,Saudi Arabia,riyadh,rd02,24.7743,46.7386,esamat,eirat,Esamat.eirat@mail.com,Tel: 5724564220,Smartwatch,Huawei Watch,Huawei Watch Fit 2 Pro,Q963,1,129,2.58,TRUE
12399,30/5/2023,USA,new york,ny03,40.7498,-73.9814,abd alruhmin,alkfrswsany,abd alruhmin.alkfrswsany@mail.com,Tel: 5921576181,Laptop,Dell XPS,XPS 15,L106,1,1599,111.93,TRUE
12400,30/5/2023,USA,new york,ny02,40.7312,-73.9998,rim,salayk,Rim.salayk@mail.com,Tel: 5405877332,VR Headset,HP Reverb G2 Omnicept,HP Reverb G2 Omnicept,P950,4,799,159.8,TRUE
12401,30/5/2023,Syria,damascus,ds02,33.5146,36.3084,fatin,husu,FATIN.HUSU@MAIL.COM,Tel: 5960427489,Tablet,Amazon Fire HD,Amazon Fire HD 8 Plus,H130,9,129,23.22,FALSE
12402,30/5/2023,Saudi Arabia,jeddah,jd01,21.5433,39.1728,lobnaa,muayid,lobnaa.muayid@mail.com,Tel: 5785354310,Fitness Tracker,Withings Move,Withings Move ECG,H632,2,129,7.74,TRUE
12403,30/5/2023,Syria,aleppo,al01,36.2021,37.1343,muhamad,altujjar,Muhamad.altujjar@mail.com,Tel: 5835953481,Laptop,Lenovo ThinkPad,ThinkPad X1 Carbon,K624,1,1499,44.97,TRUE
12404,30/5/2023,Egypt,asyut,at01,27.1809,31.1837,muhamad,eammar,MUHAMAD.EAMMAR@MAIL.COM,Tel: 5486953108,Smartwatch,Fossil Gen,Fossil Gen 5E,F650,1,199,5.97,TRUE
12405,30/5/2023,United Arab Emirates,abu dhabi,ad02,24.4764,54.3705,muhamad,farahat,MUHAMAD.FARAHAT@MAIL.COM,Tel: 5810761409,Smartwatch,Samsung Galaxy,Galaxy Watch Active 2,F340,2,249,44.82,TRUE
12406,30/5/2023,Saudi Arabia,riyadh,rd01,24.7136,46.6753,muhamad,bajubuj,MUHAMAD.BAJUBUJ@MAIL.COM,Tel: 5416262538,VR Headset,Valve Index,Valve Index VR Kit 2,S935,4,1199,95.92,FALSE
12407,30/5/2023,Saudi Arabia,aseer,as01,18.2311,42.5004,omar,alrahil,OMAR.ALRAHIL@MAIL.COM,Tel: 5594961185,Laptop,Apple MacBook,"MacBook Air 13""",J194,1,999,89.91,TRUE
12408,30/5/2023,Saudi Arabia,dammam,dm01,26.3927,49.9777,sahar,rajab,Sahar.rajab@mail.com,Tel: 5285809949,Fitness Tracker,Huawei Band,Huawei Band 6,Q628,1,59,4.13,TRUE
12409,30/5/2023,Syria,homs,hs01,34.7326,36.7136,rama,bikri,RAMA.BIKRI@MAIL.COM,Tel: 5475206036,Laptop,ASUS ROG,ASUS ROG Strix G15,P826,1,1099,76.93,TRUE
12410,30/5/2023,United Arab Emirates,abu dhabi,ad03,24.4539,54.3773,tariq,salam,Tariq.salam@mail.com,Tel: 5844966936,Smartphone,Apple iPhone,iPhone 12,O398,11,899,296.67,FALSE
12411,30/5/2023,Egypt,cairo,cr02,30.0444,31.2357,eala,khayr,eala.khayr@mail.com,Tel: 5731501435,Smartphone,Samsung Galaxy,Galaxy S21 Ultra,U950,1,1199,71.94,TRUE
12412,30/5/2023,Saudi Arabia,jeddah,jd03,21.4858,39.1925,jablah,ahmad,jablah.ahmad@mail.com,Tel: 5248280355,VR Headset,Valve Index,Valve Index VR Kit,H899,2,999,79.92,FALSE
12413,30/5/2023,USA,las vegas,lv02,36.1673,-115.1492,layzaan,bikri,layzaan.bikri@mail.com,Tel: 5859203839,Laptop,Dell XPS,XPS 13,X358,2,1299,77.94,FALSE
12414,30/5/2023,Saudi Arabia,jeddah,jd03,21.4858,39.1925,hasan,alsafdi,Hasan.alsafdi@mail.com,Tel: 5807405688,Headphones,Bose QuietComfort,QC45,L562,1,349,27.92,TRUE
12415,30/5/2023,Syria,aleppo,al01,36.2021,37.1343,rana,alhusayn,Rana.alhusayn@mail.com,Tel: 5594689873,Tablet,Microsoft Surface,Surface Go 2,I729,1,399,11.97,TRUE
12416,30/5/2023,United Arab Emirates,abu dhabi,ad03,24.4539,54.3773,iin,naeim,IIN.NAEIM@MAIL.COM,Tel: 5304417770,Smart Speaker,Google Nest,Nest Hub (2nd Gen),K923,1,99,1.98,TRUE
12417,30/5/2023,Syria,homs,hs01,34.7326,36.7136,jihan,almilat,jihan.almilat@mail.com,Tel: 5210853377,Fitness Tracker,Amazfit GTR,Amazfit GTR 2e,U290,1,99,3.96,TRUE
12418,30/5/2023,Syria,aleppo,al01,36.2021,37.1343,lujin,eabuwd,lujin.eabuwd@mail.com,Tel: 5854784247,VR Headset,Samsung Odyssey,Samsung Odyssey G9,K964,1,1499,14.99,FALSE
12419,30/5/2023,Egypt,asyut,at01,27.1809,31.1837,sandurana,musaa,SANDURANA.MUSAA@MAIL.COM,Tel: 5786161010,Gaming Console,Nintendo Switch,Nintendo Switch Pro,L028,1,399,27.93,TRUE
12420,30/5/2023,Syria,homs,hs01,34.7326,36.7136,fatima,hamzat,fatima.hamzat@mail.com,Tel: 5705952469,Digital Camera,Fujifilm X Series,Fujifilm X-T4,L028,1,1699,33.98,FALSE
12421,30/5/2023,Egypt,cairo,cr02,30.0444,31.2357,iin,shiah,iin.shiah@mail.com,Tel: 5566764149,Headphones,Sennheiser HD,Sennheiser HD 660S,P375,1,499,29.94,FALSE
12422,30/5/2023,United Arab Emirates,dubai,db01,25.2048,55.2708,rwbyna,aleazm,rwbyna.aleazm@mail.com,Tel: 5916154357,Fitness Tracker,Garmin Vivosmart,Garmin Vivosmart 4,F693,1,129,7.74,TRUE
12423,30/5/2023,USA,washington,wh01,38.9072,-77.0369,iad,mukiin,iad.mukiin@mail.com,Tel: 5822151684,Smartwatch,Samsung Gear,Samsung Gear S4,J501,2,349,13.96,TRUE
12424,30/5/2023,USA,washington,wh01,38.9072,-77.0369,muhamad,almueasaeas,Muhamad.almueasaeas@mail.com,Tel: 5075829093,Headphones,Sennheiser HD,Sennheiser HD 599 SE,J073,3,199,17.91,TRUE
12425,30/5/2023,Syria,aleppo,al01,36.2021,37.1343,adnan,alsyqly,Adnan.alsyqly@mail.com,Tel: 5904509791,Smartwatch,Garmin Venu,Garmin Venu 2,Q031,1,399,3.99,FALSE
12426,30/5/2023,Saudi Arabia,riyadh,rd01,24.7136,46.6753,ghada,abumaeun,GHADA.ABUMAEUN@MAIL.COM,Tel: 5089727176,Gaming Console,Nintendo Switch,Nintendo Switch OLED Pro,C780,1,449,31.43,TRUE
12427,30/5/2023,Syria,aleppo,al01,36.2021,37.1343,duhana,zakianiin,duhana.zakianiin@mail.com,Tel: 5609890975,Headphones,Jabra Elite,Jabra Elite 75t,P181,1,179,12.53,TRUE
12428,30/5/2023,Saudi Arabia,riyadh,rd01,24.7136,46.6753,ibrahim,kalthum,IBRAHIM.KALTHUM@MAIL.COM,Tel: 5710244741,Smartphone,Xiaomi Redmi,Xiaomi Redmi Note 11 Pro,J212,1,299,2.99,TRUE
12429,30/5/2023,United Arab Emirates,abu dhabi,ad01,24.4539,54.3773,muhamad,alhusayn,MUHAMAD.ALHUSAYN@MAIL.COM,Tel: 5893191900,Smartphone,Google Pixel,Google Pixel 5a,B975,1,499,9.98,FALSE
12430,30/5/2023,Syria,aleppo,al01,36.2021,37.1343,muhamad,salah aldiyn,MUHAMAD.SALAH ALDIYN@MAIL.COM,Tel: 5386873191,Gaming Console,Microsoft Xbox,Xbox Series X,F770,3,499,29.94,TRUE
12431,30/5/2023,USA,las vegas,lv01,36.1699,-115.1398,muhamad,aljuju,MUHAMAD.ALJUJU@MAIL.COM,Tel: 5115596645,Smart Speaker,Google Nest Hub,Google Nest Hub (2nd Gen),K964,1,99,9.9,TRUE
12432,30/5/2023,United Arab Emirates,abu dhabi,ad03,24.4539,54.3773,salim,maeruf,salim.maeruf@mail.com,Tel: 5741036007,Smartphone,Oppo Find,Oppo Find X4 Neo,H632,1,549,21.96,TRUE
12433,30/5/2023,United Arab Emirates,dubai,db01,25.2048,55.2708,muhamad,alealiu,MUHAMAD.ALEALIU@MAIL.COM,Tel: 5876446362,Smart Speaker,Amazon Echo Show,Amazon Echo Show 8 (2nd Gen),Y368,1,129,2.58,FALSE
12434,30/5/2023,USA,las vegas,lv01,36.1699,-115.1398,ehab,alhaj ali,ehab.alhaj ali@mail.com,Tel: 5564768623,Smartwatch,Huawei Watch,Huawei Watch GT 3 Pro,P255,1,349,10.47,TRUE
12435,30/5/2023,USA,new york,ny03,40.7498,-73.9814,rima,antun,rima.antun@mail.com,Tel: 5759210394,Fitness Tracker,Huawei Band,Huawei Band 6,R660,1,59,,FALSE
12436,30/5/2023,USA,new york,ny01,40.7128,-74.006,muhamad,alquatliu,Muhamad.alquatliu@mail.com,Tel: 5383796921,Fitness Tracker,Huawei Band,Huawei Band 6,C780,1,59,4.13,FALSE
12437,30/5/2023,Egypt,asyut,at01,27.1809,31.1837,bima,allibad,bima.allibad@mail.com,Tel: 5423211331,Gaming Console,Nintendo Switch,Nintendo Switch OLED Pro,V535,9,449,363.69,TRUE
12438,30/5/2023,United Arab Emirates,abu dhabi,ad03,24.4539,54.3773,rafat,iidlibi,Rafat.iidlibi@mail.com,Tel: 5173926883,VR Headset,Pimax Vision,Pimax Vision 5K Super,U858,1,899,35.96,TRUE
12439,30/5/2023,USA,las vegas,lv01,36.1699,-115.1398,thamir,eisaa,THAMIR.EISAA@MAIL.COM,Tel: 5082788182,Headphones,Bose SoundSport,Bose SoundSport Wireless,R551,1,129,,TRUE
12440,30/5/2023,Egypt,cairo,cr01,30.0444,31.2357,abdallah,almusaa,abdallah.almusaa@mail.com,Tel: 5034699507,Headphones,Sennheiser HD,Sennheiser HD 599 SE,G033,1,199,13.93,TRUE
