Name,Age,Salary,Gender,Department,Position,Joining Date,Performance Score,Email,Phone Number
Eve,35,55000,Other,IT,Clerk,2018-05-04,B,,
Bob,50,61011,Female,Sales,Assistant,2019-12-01,F,,123-456-7890
Frank,35,55000,Female,Sales,Assistant,2019-12-01,F,name@company.org,
Eve,25,60000,Female,Finance,Assistant,2018-05-04,D,email@example.com,555-555-5555
Bob,25,65000,Female,Finance,Director,2020-02-20,B,name@company.org,
Charlie,35,65000,Other,HR,Assistant,2018-05-04,B,email@example.com,555-555-5555
Ivy,25,60000,Other,Sales,Manager,2018-05-04,A,user@domain.com,098-765-4321
Grace,50,50000,Male,Finance,Assistant,2019-03-25,A,,098-765-4321
Grace,50,59756,Male,IT,Clerk,2019-12-01,D,user@domain.com,
Frank,50,60000,Other,Marketing,Clerk,2019-03-25,C,user@domain.com,555-555-5555
Hannah,37,59756,Male,IT,Clerk,2019-03-25,C,email@example.com,098-765-4321
David,35,70000,Other,Marketing,Director,2018-05-04,C,name@company.org,
Hannah,25,65000,Male,Finance,Clerk,2019-03-25,B,,123-456-7890
David,30,60261,Female,HR,Director,2019-12-01,B,email@example.com,123-456-7890
Hannah,30,55000,Male,IT,Director,2019-03-25,F,,555-555-5555
Ivy,35,59756,Female,IT,Assistant,2019-12-01,B,user@domain.com,
Charlie,25,70000,Female,IT,Manager,2019-03-25,B,,
Charlie,30,65000,Female,Marketing,Assistant,2019-12-01,B,name@company.org,555-555-5555
Bob,25,60000,Female,Finance,Assistant,2019-03-25,D,email@example.com,123-456-7890
Jack,25,70000,Male,IT,Director,2019-03-25,B,name@company.org,555-555-5555
Charlie,25,65000,Other,IT,Director,2020-02-20,A,name@company.org,
Charlie,40,60261,Female,HR,Clerk,2019-12-01,A,email@example.com,098-765-4321
Eve,50,50000,Male,HR,Clerk,2019-12-01,F,name@company.org,
Eve,25,50000,Female,Finance,Assistant,2019-12-01,D,,098-765-4321
Bob,40,55000,Male,Finance,Analyst,2020-01-15,A,,098-765-4321
Jack,35,65000,Male,Sales,Analyst,2019-03-25,D,,098-765-4321
Frank,30,50000,Male,HR,Clerk,2019-12-01,D,,555-555-5555
Eve,50,60000,Other,Sales,Analyst,2020-01-15,F,name@company.org,123-456-7890
Frank,30,65000,Male,Marketing,Clerk,2020-02-20,D,email@example.com,555-555-5555
Alice,50,60000,Male,Sales,Director,2019-12-01,B,email@example.com,123-456-7890
Eve,30,60000,Other,IT,Assistant,2019-12-01,D,,
Ivy,50,50000,Other,Sales,Manager,2020-01-15,F,email@example.com,
Jack,30,65000,Male,Finance,Assistant,2019-03-25,F,,
Bob,30,60065,Other,Marketing,Clerk,2020-02-20,F,name@company.org,555-555-5555
Alice,30,70000,Female,IT,Clerk,2019-12-01,A,email@example.com,555-555-5555
Jack,30,50000,Female,Sales,Assistant,2019-03-25,B,email@example.com,123-456-7890
Ivy,37,50000,Other,Marketing,Clerk,2020-02-20,A,user@domain.com,555-555-5555
Jack,25,60065,Other,Marketing,Analyst,2018-05-04,C,user@domain.com,098-765-4321
Ivy,35,65000,Male,IT,Analyst,2018-05-04,B,user@domain.com,555-555-5555
Ivy,40,65000,Other,Sales,Clerk,2020-02-20,D,name@company.org,123-456-7890
Frank,35,60000,Male,Marketing,Clerk,2020-01-15,F,,123-456-7890
Hannah,35,60065,Female,Marketing,Analyst,2020-02-20,C,,098-765-4321
Alice,50,60261,Other,HR,Clerk,2020-02-20,B,,123-456-7890
Jack,25,65000,Male,Marketing,Clerk,2020-01-15,A,name@company.org,
David,50,60000,Male,HR,Assistant,2020-01-15,F,name@company.org,
Alice,25,50000,Female,Sales,Manager,2019-03-25,A,user@domain.com,555-555-5555
Hannah,25,55000,Other,Sales,Analyst,2019-03-25,B,email@example.com,
Alice,30,70000,Female,Sales,Assistant,2020-01-15,B,,555-555-5555
Charlie,35,50000,Male,Finance,Manager,2018-05-04,C,,
David,30,65000,Male,Sales,Clerk,2018-05-04,D,email@example.com,555-555-5555
Hannah,37,70000,Other,Marketing,Clerk,2020-02-20,A,user@domain.com,098-765-4321
Frank,50,55000,Male,IT,Assistant,2019-12-01,C,email@example.com,123-456-7890
Jack,37,55000,Other,HR,Clerk,2020-02-20,F,email@example.com,123-456-7890
Grace,50,60000,Female,Finance,Director,2020-02-20,D,,098-765-4321
Hannah,35,70000,Other,Sales,Assistant,2019-12-01,C,user@domain.com,
Bob,35,60000,Other,Sales,Manager,2020-01-15,A,name@company.org,
Jack,35,50000,Male,IT,Assistant,2018-05-04,B,,
Hannah,35,59756,Male,IT,Analyst,2020-02-20,F,name@company.org,123-456-7890
Charlie,50,59971,Other,Finance,Assistant,2019-12-01,A,user@domain.com,
Grace,30,60261,Male,HR,Clerk,2019-03-25,D,email@example.com,555-555-5555
Charlie,50,70000,Male,Sales,Clerk,2020-02-20,D,,
Grace,30,59971,Male,Finance,Director,2018-05-04,B,,
Bob,35,50000,Other,Marketing,Director,2020-01-15,B,user@domain.com,098-765-4321
Jack,25,60000,Male,Marketing,Director,2020-02-20,F,,555-555-5555
Frank,35,70000,Other,Finance,Manager,2020-02-20,F,name@company.org,
Charlie,30,60000,Male,Sales,Director,2019-12-01,B,,555-555-5555
Charlie,50,70000,Female,Finance,Manager,2019-03-25,B,user@domain.com,
Ivy,35,60000,Male,Sales,Director,2019-03-25,D,user@domain.com,123-456-7890
Grace,30,55000,Male,IT,Manager,2020-01-15,B,name@company.org,
Eve,50,60000,Other,Finance,Assistant,2018-05-04,C,,098-765-4321
Jack,35,61011,Other,Sales,Assistant,2020-01-15,A,,
Grace,37,55000,Male,Finance,Clerk,2020-02-20,B,email@example.com,
Ivy,40,60000,Female,Finance,Manager,2020-02-20,F,,098-765-4321
Alice,25,70000,Male,Sales,Analyst,2019-03-25,C,user@domain.com,
Grace,40,70000,Male,Sales,Clerk,2018-05-04,F,email@example.com,
Frank,35,70000,Female,HR,Assistant,2019-12-01,C,user@domain.com,
Jack,30,65000,Other,Finance,Manager,2018-05-04,B,email@example.com,555-555-5555
Ivy,35,50000,Male,Marketing,Director,2020-02-20,A,,
Alice,50,70000,Other,Finance,Analyst,2019-12-01,F,email@example.com,
David,35,55000,Other,Finance,Assistant,2018-05-04,C,user@domain.com,123-456-7890
Ivy,40,70000,Female,Sales,Clerk,2018-05-04,D,,
David,40,65000,Female,Finance,Manager,2019-12-01,B,user@domain.com,555-555-5555
Jack,40,59971,Other,Finance,Analyst,2020-02-20,A,name@company.org,098-765-4321
Charlie,35,55000,Male,Marketing,Manager,2018-05-04,B,name@company.org,098-765-4321
Ivy,35,65000,Other,Sales,Director,2019-12-01,D,name@company.org,098-765-4321
Bob,30,59971,Male,Finance,Clerk,2020-02-20,A,name@company.org,123-456-7890
David,50,55000,Male,IT,Manager,2019-12-01,D,,555-555-5555
Frank,30,60000,Female,HR,Assistant,2019-12-01,B,,
Bob,35,50000,Male,Marketing,Clerk,2018-05-04,C,,098-765-4321
Hannah,50,50000,Male,Finance,Assistant,2020-02-20,B,user@domain.com,555-555-5555
Hannah,40,65000,Other,IT,Manager,2018-05-04,B,email@example.com,
Alice,25,59971,Female,Finance,Clerk,2020-01-15,B,user@domain.com,123-456-7890
Charlie,35,50000,Male,Finance,Assistant,2020-01-15,F,user@domain.com,555-555-5555
Jack,35,61011,Male,Sales,Director,2020-02-20,D,user@domain.com,555-555-5555
Ivy,35,61011,Female,Sales,Director,2019-12-01,D,user@domain.com,
Eve,30,65000,Other,Sales,Manager,2018-05-04,D,,555-555-5555
Frank,35,65000,Female,IT,Clerk,2018-05-04,F,email@example.com,
David,35,65000,Female,Finance,Analyst,2020-02-20,C,user@domain.com,123-456-7890
Jack,40,50000,Male,HR,Clerk,2020-02-20,B,,123-456-7890
Bob,40,65000,Male,Marketing,Director,2020-01-15,C,user@domain.com,
Hannah,50,50000,Other,Sales,Assistant,2019-03-25,F,name@company.org,
Frank,25,65000,Male,Sales,Analyst,2020-02-20,D,user@domain.com,
Eve,35,70000,Male,Finance,Manager,2019-03-25,B,user@domain.com,098-765-4321
Ivy,25,59971,Female,Finance,Analyst,2020-02-20,A,,098-765-4321
Alice,50,65000,Male,IT,Manager,2019-12-01,A,name@company.org,
Eve,40,55000,Other,IT,Analyst,2019-12-01,C,email@example.com,123-456-7890
Frank,30,61011,Female,Sales,Manager,2020-01-15,D,user@domain.com,098-765-4321
Eve,40,59971,Other,Finance,Manager,2020-01-15,A,email@example.com,555-555-5555
Frank,35,65000,Female,HR,Analyst,2019-03-25,C,name@company.org,123-456-7890
Frank,40,60000,Male,Marketing,Analyst,2020-02-20,F,user@domain.com,555-555-5555
Grace,35,65000,Female,Finance,Manager,2018-05-04,C,,
David,35,59971,Female,Finance,Director,2020-01-15,C,,123-456-7890
Hannah,35,55000,Male,IT,Analyst,2018-05-04,C,,
Grace,50,60065,Male,Marketing,Clerk,2018-05-04,B,,
Ivy,35,55000,Other,Sales,Assistant,2020-02-20,C,,
Grace,35,50000,Other,Finance,Manager,2019-03-25,C,,555-555-5555
Charlie,30,70000,Male,Sales,Manager,2020-02-20,B,,
Charlie,25,59971,Male,Finance,Assistant,2020-01-15,B,user@domain.com,098-765-4321
Hannah,35,65000,Male,Sales,Director,2018-05-04,F,email@example.com,123-456-7890
Eve,25,50000,Female,Marketing,Assistant,2020-02-20,D,email@example.com,098-765-4321
David,35,70000,Female,IT,Analyst,2020-02-20,A,,555-555-5555
Hannah,30,65000,Female,Marketing,Assistant,2020-02-20,A,,555-555-5555
Frank,40,60000,Male,HR,Manager,2020-01-15,C,name@company.org,123-456-7890
Bob,30,65000,Other,IT,Assistant,2019-03-25,F,,
David,37,55000,Male,Marketing,Clerk,2020-02-20,C,,
David,30,55000,Female,HR,Analyst,2020-01-15,A,,555-555-5555
Frank,30,60000,Female,Finance,Assistant,2018-05-04,B,user@domain.com,123-456-7890
Frank,35,50000,Male,Finance,Manager,2019-12-01,D,user@domain.com,
Alice,50,70000,Male,Sales,Analyst,2020-01-15,F,email@example.com,
Hannah,30,65000,Female,IT,Manager,2019-12-01,B,email@example.com,555-555-5555
Frank,35,55000,Female,Finance,Director,2020-02-20,D,name@company.org,123-456-7890
Charlie,35,50000,Female,IT,Clerk,2020-02-20,F,name@company.org,123-456-7890
Ivy,30,60000,Male,Finance,Director,2020-01-15,F,name@company.org,123-456-7890
Bob,50,61011,Female,Sales,Clerk,2019-12-01,A,name@company.org,555-555-5555
Hannah,40,55000,Female,Marketing,Assistant,2020-02-20,B,,
Jack,35,60000,Other,Sales,Analyst,2018-05-04,F,,123-456-7890
Charlie,35,65000,Male,HR,Assistant,2019-03-25,F,email@example.com,
Eve,40,70000,Other,Finance,Clerk,2019-03-25,D,user@domain.com,123-456-7890
Frank,30,55000,Other,HR,Clerk,2020-02-20,A,user@domain.com,
Jack,40,55000,Female,HR,Clerk,2019-12-01,C,,555-555-5555
Frank,25,65000,Male,IT,Manager,2020-02-20,A,,123-456-7890
David,35,59971,Female,Finance,Analyst,2019-12-01,C,name@company.org,123-456-7890
Charlie,30,50000,Male,HR,Assistant,2018-05-04,B,name@company.org,
David,35,70000,Other,Marketing,Assistant,2019-12-01,B,,
Alice,50,55000,Male,HR,Director,2020-02-20,F,user@domain.com,123-456-7890
David,30,70000,Female,Marketing,Clerk,2018-05-04,B,name@company.org,123-456-7890
Alice,37,55000,Female,IT,Clerk,2020-01-15,F,user@domain.com,
Alice,50,70000,Female,HR,Clerk,2019-03-25,A,,
Jack,50,60000,Male,Sales,Assistant,2020-02-20,B,user@domain.com,098-765-4321
Frank,30,55000,Other,IT,Director,2020-02-20,A,user@domain.com,098-765-4321
Eve,40,70000,Other,Marketing,Manager,2020-02-20,A,user@domain.com,123-456-7890
David,40,50000,Male,IT,Analyst,2018-05-04,B,name@company.org,
Charlie,50,60000,Female,HR,Manager,2020-01-15,A,email@example.com,555-555-5555
Alice,40,60000,Other,Finance,Assistant,2019-12-01,B,,555-555-5555
Frank,25,50000,Female,Finance,Clerk,2020-01-15,B,user@domain.com,098-765-4321
Bob,50,70000,Male,Marketing,Analyst,2018-05-04,B,user@domain.com,
Hannah,50,65000,Female,Marketing,Assistant,2020-02-20,C,user@domain.com,098-765-4321
Jack,35,50000,Other,Finance,Assistant,2019-03-25,A,email@example.com,123-456-7890
Eve,40,70000,Other,Marketing,Assistant,2020-02-20,D,,
Grace,50,50000,Female,IT,Analyst,2019-12-01,B,name@company.org,555-555-5555
Jack,25,50000,Male,Sales,Analyst,2019-03-25,A,email@example.com,
Bob,35,55000,Female,Sales,Director,2020-02-20,F,user@domain.com,
Hannah,30,70000,Male,IT,Director,2019-03-25,B,email@example.com,123-456-7890
Bob,50,65000,Female,Sales,Manager,2020-01-15,B,email@example.com,098-765-4321
David,25,55000,Other,HR,Analyst,2018-05-04,D,email@example.com,123-456-7890
Alice,35,50000,Male,IT,Analyst,2020-02-20,C,,
Eve,25,60065,Male,Marketing,Analyst,2019-12-01,C,,555-555-5555
Ivy,25,50000,Male,IT,Director,2020-01-15,B,name@company.org,
Alice,35,50000,Other,Finance,Assistant,2020-02-20,A,,
Ivy,30,70000,Female,Marketing,Clerk,2020-01-15,F,,
Hannah,35,70000,Other,Finance,Director,2019-12-01,F,,
Frank,40,55000,Male,Marketing,Analyst,2020-02-20,A,,
Grace,40,65000,Female,Sales,Director,2019-12-01,B,email@example.com,098-765-4321
Charlie,25,55000,Other,IT,Manager,2019-03-25,F,email@example.com,
Alice,35,60000,Male,HR,Analyst,2019-12-01,C,user@domain.com,123-456-7890
Eve,35,50000,Male,Marketing,Manager,2019-03-25,A,,
Bob,40,60065,Other,Marketing,Analyst,2020-02-20,D,user@domain.com,123-456-7890
Eve,35,50000,Other,Finance,Director,2019-03-25,B,name@company.org,
Hannah,30,50000,Other,Sales,Assistant,2020-02-20,A,email@example.com,
Ivy,35,55000,Male,Finance,Clerk,2020-02-20,F,name@company.org,
Bob,50,59971,Other,Finance,Manager,2018-05-04,B,,
Charlie,50,61011,Male,Sales,Director,2020-02-20,C,email@example.com,098-765-4321
Charlie,30,60261,Other,HR,Assistant,2019-03-25,B,name@company.org,
Alice,40,55000,Male,Finance,Director,2018-05-04,B,,123-456-7890
Hannah,30,50000,Male,Finance,Manager,2018-05-04,C,name@company.org,123-456-7890
Frank,37,55000,Female,Marketing,Clerk,2020-02-20,C,,
Hannah,50,70000,Other,Sales,Director,2019-12-01,B,,098-765-4321
Ivy,25,70000,Other,IT,Analyst,2019-12-01,C,email@example.com,098-765-4321
Eve,25,55000,Male,HR,Assistant,2018-05-04,A,user@domain.com,098-765-4321
Charlie,40,60261,Male,HR,Director,2020-02-20,C,,123-456-7890
Eve,35,50000,Male,Sales,Assistant,2019-12-01,C,,
Eve,35,55000,Female,Marketing,Analyst,2020-02-20,B,email@example.com,098-765-4321
Eve,37,55000,Female,Marketing,Clerk,2020-02-20,A,user@domain.com,123-456-7890
Charlie,25,55000,Male,Sales,Clerk,2018-05-04,D,,123-456-7890
Jack,25,60000,Other,Marketing,Analyst,2018-05-04,D,,
David,50,70000,Other,HR,Assistant,2020-01-15,F,user@domain.com,
Ivy,35,60261,Female,HR,Director,2019-12-01,C,name@company.org,
Jack,35,65000,Female,IT,Analyst,2019-12-01,C,email@example.com,098-765-4321
Ivy,25,61011,Male,Sales,Manager,2019-12-01,A,user@domain.com,098-765-4321
Bob,35,65000,Other,Finance,Assistant,2019-03-25,D,,
Hannah,40,60000,Male,Finance,Clerk,2020-02-20,F,,098-765-4321
Hannah,40,55000,Female,IT,Analyst,2018-05-04,A,,
Grace,37,60000,Other,IT,Clerk,2019-12-01,C,,123-456-7890
Hannah,40,60000,Other,Marketing,Assistant,2020-01-15,D,email@example.com,098-765-4321
Charlie,25,50000,Female,IT,Clerk,2019-12-01,F,,123-456-7890
Frank,25,70000,Male,IT,Analyst,2020-02-20,B,user@domain.com,555-555-5555
Alice,35,65000,Male,Finance,Assistant,2020-02-20,D,,
Grace,35,55000,Other,Marketing,Manager,2018-05-04,F,name@company.org,555-555-5555
Alice,50,65000,Female,IT,Analyst,2019-03-25,A,user@domain.com,098-765-4321
Ivy,35,59756,Other,IT,Director,2018-05-04,B,email@example.com,123-456-7890
Alice,35,65000,Female,Marketing,Analyst,2019-12-01,F,user@domain.com,098-765-4321
Alice,40,61011,Male,Sales,Assistant,2020-01-15,F,name@company.org,555-555-5555
Grace,35,70000,Female,Marketing,Analyst,2018-05-04,C,email@example.com,098-765-4321
Bob,30,59971,Male,Finance,Manager,2019-03-25,D,,
Eve,50,65000,Female,Sales,Manager,2018-05-04,C,name@company.org,555-555-5555
Hannah,30,65000,Other,HR,Director,2020-02-20,B,email@example.com,098-765-4321
Hannah,25,60065,Male,Marketing,Clerk,2019-12-01,F,,123-456-7890
Charlie,40,60000,Other,Finance,Assistant,2019-12-01,C,user@domain.com,098-765-4321
Grace,35,70000,Other,Sales,Assistant,2019-12-01,D,email@example.com,123-456-7890
Charlie,30,50000,Male,Marketing,Clerk,2019-12-01,B,user@domain.com,
Frank,40,55000,Male,IT,Manager,2019-12-01,A,,098-765-4321
Frank,25,65000,Other,Marketing,Manager,2019-12-01,C,email@example.com,
Charlie,35,55000,Other,HR,Analyst,2020-01-15,B,,555-555-5555
Grace,50,50000,Other,Marketing,Director,2019-03-25,A,name@company.org,123-456-7890
Charlie,40,55000,Other,Sales,Director,2019-12-01,C,email@example.com,555-555-5555
Hannah,40,50000,Male,Sales,Director,2019-03-25,B,,123-456-7890
Jack,35,60065,Male,Marketing,Analyst,2019-12-01,B,email@example.com,
David,40,60000,Other,Sales,Director,2018-05-04,C,user@domain.com,
Alice,25,65000,Female,IT,Clerk,2019-12-01,B,email@example.com,098-765-4321
David,25,50000,Female,Marketing,Analyst,2020-02-20,F,,
Grace,35,55000,Male,IT,Clerk,2020-01-15,C,email@example.com,123-456-7890
David,50,65000,Other,IT,Analyst,2018-05-04,B,name@company.org,123-456-7890
Frank,35,60000,Other,Finance,Director,2018-05-04,A,email@example.com,123-456-7890
Ivy,30,60065,Male,Marketing,Clerk,2020-02-20,A,user@domain.com,123-456-7890
Alice,37,65000,Female,Sales,Clerk,2019-12-01,F,email@example.com,098-765-4321
Eve,40,50000,Female,IT,Clerk,2020-01-15,C,,555-555-5555
Grace,30,60000,Female,Finance,Analyst,2018-05-04,B,,
Alice,35,55000,Male,Marketing,Assistant,2020-01-15,B,email@example.com,098-765-4321
David,35,60000,Female,Marketing,Director,2018-05-04,A,email@example.com,123-456-7890
Frank,50,60000,Male,HR,Clerk,2019-12-01,F,name@company.org,098-765-4321
Bob,30,70000,Male,HR,Assistant,2018-05-04,A,,
Jack,25,60000,Other,IT,Director,2018-05-04,A,,123-456-7890
Eve,30,60000,Female,HR,Director,2019-03-25,F,user@domain.com,
Jack,40,65000,Male,IT,Clerk,2019-12-01,C,email@example.com,123-456-7890
Alice,25,55000,Female,Sales,Clerk,2020-02-20,B,,
Frank,35,65000,Female,IT,Analyst,2020-02-20,C,user@domain.com,
Frank,30,65000,Other,HR,Assistant,2019-12-01,D,,555-555-5555
David,35,50000,Female,Sales,Assistant,2020-02-20,D,,555-555-5555
Hannah,50,65000,Other,HR,Clerk,2019-12-01,D,,098-765-4321
David,35,70000,Male,IT,Director,2020-02-20,F,user@domain.com,098-765-4321
Hannah,50,70000,Female,Finance,Clerk,2019-03-25,A,,
Hannah,40,50000,Male,Marketing,Director,2020-02-20,C,,123-456-7890
Eve,35,60261,Female,HR,Director,2018-05-04,B,,
David,30,55000,Male,IT,Clerk,2019-12-01,D,,
Bob,30,55000,Female,Sales,Manager,2020-01-15,C,,123-456-7890
Charlie,35,65000,Female,HR,Assistant,2020-01-15,D,name@company.org,123-456-7890
Charlie,30,65000,Female,HR,Director,2019-12-01,D,user@domain.com,555-555-5555
David,40,60065,Female,Marketing,Director,2019-03-25,B,,
David,25,65000,Female,IT,Manager,2020-02-20,F,,
Jack,40,55000,Female,Finance,Analyst,2019-03-25,A,user@domain.com,098-765-4321
Eve,50,60000,Female,Sales,Manager,2020-01-15,F,user@domain.com,555-555-5555
David,40,70000,Female,IT,Manager,2019-12-01,C,user@domain.com,
Jack,50,60000,Female,Sales,Director,2019-12-01,F,user@domain.com,123-456-7890
Hannah,30,60000,Male,HR,Assistant,2019-03-25,C,email@example.com,
Frank,25,55000,Other,Marketing,Manager,2019-03-25,C,,
Frank,30,60000,Female,Marketing,Analyst,2020-02-20,A,email@example.com,555-555-5555
Hannah,35,59971,Other,Finance,Clerk,2018-05-04,B,,123-456-7890
Grace,30,50000,Female,Marketing,Manager,2018-05-04,A,,
Jack,50,65000,Female,HR,Manager,2020-02-20,F,,098-765-4321
Jack,30,50000,Male,Finance,Analyst,2018-05-04,C,,555-555-5555
Hannah,30,70000,Male,IT,Assistant,2020-01-15,D,user@domain.com,
Bob,25,65000,Other,Marketing,Manager,2018-05-04,D,email@example.com,
Ivy,30,60000,Male,Finance,Manager,2020-02-20,C,user@domain.com,123-456-7890
